AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
968,False,US Forest Service - Cleveland National Forest,,2014,False,/incidents/2014/9/12/silverado-fire/,,,Orange,30,,,,2014-09-22T15:00:00Z,,False,True,,,,33.748,off of Silverado Canyon Road south of Corona,-117.601,False,Silverado Fire,100,,True,"The Silverado Fire started on September 12 and is burned 968 acres off Silverado Canyon Road, south of Corona in the Cleveland National Forest (Orange County).","Silverado Fire, Orange County, Cleveland National Forest, South of Corona, Silverado Canyon Road, September 12, 2014. ",2014-09-12T10:30:00Z,Finalized,,,,,568ea489-caa1-43c3-928a-9d0b836c0c54,2014-09-22T15:00:00Z,
865,False,Lassen National Forest,,2014,False,/incidents/2014/1/2/campbell-fire/,,,Tehama,52,,,,2014-01-10T18:30:00Z,,False,True,,,,40.134597,"Ishi Wilderness, north of Campbellville in the Lassen National Forest",-121.790183,False,Campbell Fire,100,,True,"The Campbell Fire started on January 2, 2014 and burned 865 acres in the Ishi Wilderness, north of Campbellville on the Lassen National Forest in Tehama County. ","Lassen National Forest, USFS, Lassen National Forest, Tehama, Campbell Fire, Campbellville, Ishi Wilderness ",2014-01-02T20:00:00Z,Finalized,,,,,353e7df7-440c-4c41-a27c-b35bb1e2831c,2014-01-10T18:30:00Z,
677,False,CAL FIRE Madera-Mariposa-Merced Unit,,2014,True,/incidents/2014/5/26/hunters-fire/,,The road closures have been lifted. ,Mariposa,22,2,,2,2014-06-02T18:30:00Z,,False,True,,,9,0.0,"Hunters Valley area, near the southeast shore of Lake McClure",0.0,True,Hunters Fire,100,32,True,"The Hunters Fire started on May 26, 2014 and burned burned 677 acres in the Hunters Valley area, near the southeast shore of Lake McClure in Mariposa County.","Hunters Fire, Hunters Valley, Lake McClure, Mariposa County, May 2014",2014-05-26T15:33:00Z,Finalized,,3,,,8d3451be-f3be-4a8b-b747-ab121f0d52cb,2014-06-02T18:30:00Z,
632,False,Santa Barbara County Fire,,2014,True,/incidents/2014/5/13/miguelito-fire/,,,Santa Barbara,42,10,1,10,2014-05-19T09:20:00Z,,False,True,,1,,34.609,Off Santa Miguelito Canyon Road in Lompoc,-120.454,True,Miguelito Fire,100,548,True,"The Miguelito Fire started on May 13, 2014 and burned 632 acres off Santa Miguelito Canyon Road in Santa Barbara County.","Miguelito Fire, Santa Barbara County, Santa Miguelito Canyon Road",2014-05-13T14:00:00Z,Finalized,,,,1200,d08b0c4e-35d3-43fb-8af8-1756b1789172,2014-05-19T09:20:00Z,3
612,False,CAL FIRE Madera-Mariposa-Merced Unit,,2014,True,/incidents/2014/8/18/junction-fire/,"Fire suppression repair to continue until 8/25

<p>
The number of damaged and destroyed structures has been updated and increased due to ground based validation by a 
damage inspection team. The majority of the increase results from minor structures, such as outbuildings, motorhomes, 
and storage containers. 
</P>

<p>With summer weather and extreme drought conditions, we are asking everyone to continue to use caution, “one less spark - one less wildfire”.  For more information on how to prepare for wildfires, go to www.readyforwildfire.org.
",,Madera,20,6,2,7,2014-08-25T08:25:00Z,,False,True,,,3,37.3433,"off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst",-119.6581,True,Junction Fire,100,188,True,"The Junction Fire started August 18, 2014 and burned 612 acres off Road 425A, near the Hwy 41 and Hwy 49 junction in Oakhurst in Madera County.","425A, Hwy 41, highway 41, hwy 49, highway 49, Oakhurst, Madera County
",2014-08-18T13:50:00Z,Finalized,,47,,,58e7e466-8807-404e-9ef6-5a6ae11a0084,2014-08-25T08:25:00Z,3
600,False,Carlsbad Fire Department,,2014,False,/incidents/2014/5/14/poinsettia-fire/,,,San Diego,37,,,,2014-05-17T00:00:00Z,,False,True,,,,33.1109,off Poinsettia Ln & Alicante Rd in Carlsbad,-117.279,False,Poinsettia Fire,100,,True,"The Poinsettia Fire started on May 14, 2014 and burned 600 acres off Poinsettia Lane & Alicante Road in San Diego County.","Poinsettia Fire, San Diego County, Poinsettia Ln, Carlsbad Fire,",2014-05-14T10:30:00Z,Finalized,,,,,cc18296d-573a-4737-8e4e-1221d75d1e7b,2014-05-17T00:00:00Z,
580,False,CAL FIRE Shasta-Trinity Unit,,2014,True,/incidents/2014/8/24/oregon-fire/,Firefighters continue to work on mop up and patrol. Many resources have been demobilized today.<p>Please exercise caution when driving in the fire area and be aware of emergency personnel and equipment.,Weaver Bally Rd open to normal traffic flow,Trinity,53,82,,3,2014-08-28T19:00:00Z,,False,True,,,2,40.7412,"off Hwy 299 at Oregon Mountain Summit, near Weaverville",-122.946,True,Oregon Fire,100,46,True,"The Oregon Fire started on August 28 and burned 580 acres off Hwy 299 at Oregon Mountain Summit, near Weaverville in Trinity County.","Oregon Fire, Trinity County, August 2014, Weaverville, Oregon Mountain Summit",2014-08-24T16:36:00Z,Finalized,,1,,,3b954901-aa80-4894-b330-c287d47b68be,2014-08-28T19:00:00Z,
516,False,CAL FIRE Siskiyou Unit,,2014,True,/incidents/2014/9/15/boles-fire/,"<p>Firefighters will continue to mop up and perform overhaul work within the fire perimeter. Damage Assessment Teams have concluded their inspections and are working with the City and County to produce a final damage inspection report. Excess resources are being released and made available for other incidents as necessary. Utility crews are continuing to assess and repair damaged equipment and infrastructure.
</p>

<p>If you feel you have information regarding the Boles Fire, please contact 1-800-468-4408. A reward will be offered up to $10,000 leading to the cause of the fire.</p>",,Siskiyou,47,14,2,10,2014-10-11T18:50:00Z,,False,True,,,1,41.42384,City of Weed,-122.37432,True,Boles Fire,100,453,True,"The Boles Fire started on September 15, 2014 and burned 479 acres in and around the City of Weed in Siskiyou County. ","Boles Fire, Siskiyou County, Boles Creek, Weed, September 15, 2014.",2014-09-15T13:38:00Z,Finalized,7,165,,1100,ad164a35-8b27-4f96-b78e-952b08a333e8,2014-10-11T18:50:00Z,
487,False,CAL FIRE Tuolumne-Calaveras Unit,,2014,True,/incidents/2014/6/4/59-fire/,,,Tuolumne,55,,,,2014-06-05T20:00:00Z,,False,True,,,,37.76617,"near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir",-120.45087,False,59 Fire,100,,True,"The 59 Fire started on June 4, 2014 and burned 487 acres near Bonds Flat Rd & La Grange Rd (J59), west of Don Pedro Reservoir in Tuolumne County.","59 Fire, Tuolumne County, Don Pedro Reservoir",2014-06-04T11:45:00Z,Finalized,,,,,1a0bbf7e-7f9b-4359-9c91-85dec2e2869a,2014-06-05T20:00:00Z,
459,False,CAL FIRE Nevada-Yuba-Placer Unit,,2014,True,/incidents/2014/10/8/applegate-fire/,"<p>Firefighters continue mop-up of the fire interior and patrol the fire perimeter. Fire 
suppression repair work is continuing. Demobilization of fire resources continues, allowing them to return 
to their respective jurisdictions. The fire will be turned over to the Nevada, Yuba, Placer unit at 7:00 A.M. 
Tuesday October 14th 2014.</p>
",,Placer,31,,,,2014-10-15T07:50:00Z,,False,True,,,2,0.0,on the eastside of Interstate 80 in the Applegate area,0.0,True,Applegate Fire,100,,True,"The Applegate Fire started on October 8, 2014 and burned 459 acres on the eastside of Interstate 80 in the Applegate area in Placer County.","Applegate Fire, Interstate 80, Applegate, Placer County, Nevada-Yuba-Placer Unit",2014-10-08T13:33:00Z,Finalized,,10,,,d71ab3e8-ead1-4d54-b489-2a2f23073d8b,2014-10-15T07:50:00Z,
403,False,CAL FIRE Mendocino Unit,,2014,True,/incidents/2014/9/13/black-fire/,The fire is 100% contained. Firefighters continue patrol operations. Continuing demobilization of resources.,Black Bart Trail East,Mendocino,23,,,1,2014-09-17T16:10:00Z,,False,True,,,3,0.0,"Black Bart Trail, North of Lake Mendocino",0.0,True,Black Fire,100,15,True,"The Black Fire started on September 13 and burned 403 acres near the Black Bart Trail, north of Lake Mendocino in Mendocino County.","Black Fire, September 13, 2014, Black Bart Trail, North of Lake Mendocino, CAL FIRE Mendocino Unit, Mendocino County, ",2014-09-13T15:48:00Z,Finalized,,11,,,60b1ae62-1688-44b3-8447-66785e692e92,2014-09-17T16:10:00Z,
400,False,CAL FIRE San Benito-Monterey Unit,,2014,True,/incidents/2014/3/19/encinal-fire/,,,Monterey,27,,,,2014-03-21T18:00:00Z,,False,True,,,,36.6313,"Off Encinal Rd, 8 miles southeast of Salinas",-121.4819,True,Encinal Fire,100,,True,"The Encinal Fire started on March 19, 2014 and burned 400 acres off Encinal Rd, 8 miles southeast of Salinas in Monterey County.","Encinal Rd, Monterey County, Encinal Fire, Salinas",2014-03-19T16:45:00Z,Finalized,,,,,cb580f06-5d43-46aa-8b2c-f2b5a21eff02,2014-03-21T18:00:00Z,
389,False,CAL FIRE Butte Unit,4,2014,True,/incidents/2014/7/28/web-fire/,"Firefighters worked through the day to complete containment lines around the perimeter of the fire.  While the fire is considered 100% contained, active fire will continue to burn within the control lines.  Fire crews and equipment will remain on scene to mop up and patrol the fire for several days.",,Butte,4,29,5,46,2014-08-01T17:30:00Z,,False,True,,1,4,0.0,Web Hollow & Big Chico Creek near Forest Ranch,0.0,True,Web Fire,100,835,True,"The Web Fire started on July 28, 2014  and burned 389 acres Web Hollow & Big Chico Creek near Forest Ranch in Butte County. ",Web Hollow & Big Chico Creek near Forest Ranch,2014-07-28T13:11:00Z,Finalized,,,,,69b38608-fab1-4df5-b9e9-0fd28bc505ba,2014-08-01T17:30:00Z,13
380,False,CAL FIRE San Diego Unit,,2014,True,/incidents/2014/5/14/highway-fire/,,Interstate 15 is closed 3 1/2 miles south of Hwy 76 to .7 miles north of Hwy 76,San Diego,37,,,,2014-05-15T18:30:00Z,,False,True,,,,33.312,off Old Hwy 395 and I-15 in the Deer Springs area ,-117.162,True,Highway Fire,100,,True,"The Highway Fire started on May 14, 2014 and burned 380 acres off Old Highway 395 and I-15 in the Deer Springs Area in San Diego County.","Highway Fire, San Diego County, Old Highway 395, Deer Springs",2014-05-14T13:00:00Z,Finalized,,,,,ebea3cc2-c0ad-4de2-829a-0b544183461b,2014-05-15T18:30:00Z,
350,False,CAL FIRE / Riverside County Fire Department,,2014,True,/incidents/2014/3/15/pierce-fire/,,,Riverside,33,,,,2014-03-16T08:30:00Z,,False,True,,,,0.0,off Ave 66 and Pierce St in Thermal,0.0,False,Pierce Fire,100,,True,"The Pierce Fire started on March 15, 2014 and burned off Ave 66 and Pierce St in Thermal in Riverside County.","Pierce Fire, Riverside County, Ave 66, Pierce St, Thermal",2014-03-15T16:37:00Z,Finalized,,,,,af1dd364-be2a-4818-81fb-dea0e527d6c5,2014-03-16T08:30:00Z,
333,False,CAL FIRE Humboldt Del-Norte Unit,,2014,True,/incidents/2014/1/4/red-fire/,,,Humboldt,12,,,,2014-01-08T19:15:00Z,,False,True,,,,40.884415,"South of Berry Summit, west of Willow Creek",-123.773779,False,Red Fire,100,,True,"The Red Fire started on January 4, 2014 and burned 333 acres south of Berry Summit, west of Willow Creek in Humboldt County.","Red Fire, Red, Humboldt County, Berry Summit, Willow Creek, Humboldt Del-Norte Unit",2014-01-04T12:00:00Z,Finalized,,,,,6d75c6a4-12cb-4f18-8951-f2737e980916,2014-01-08T19:15:00Z,
320,False,CAL FIRE Madera-Mariposa-Merced Unit,,2014,True,/incidents/2014/9/14/courtney-fire/,Firefighters continue to mop up interior hot spots. They will assist and oversee the community during repopulation.,Soft road closure is in place for residents only on Road 426 between Summit Road and Road 223. ,Madera,20,2,,4,2014-09-22T07:15:00Z,,False,True,,,4,37.311915,"Courtney Lane and 7 Hills Rd, Oakhurst",-119.604124,True,Courtney Fire,100,90,True,The Courtney Fire started on September 14 and burned 320 acres off Courtney Lane near Oakhurst in Madera County. ,"Courtney Fire, CAL FIRE Madera-Mariposa-Merced Unit, Courtney Lane, 7 Hills Rd, Oakhurst, Madera County, Yosemite",2014-09-14T13:36:00Z,Finalized,2,69,,,614efdbb-937e-47a0-9ffd-919e5e0de436,2014-09-22T07:15:00Z,1
311,False,Yosemite National Park,,2014,False,/incidents/2014/10/7/dog-rock-fire/,,,Mariposa,22,,,,2014-10-12T18:00:00Z,,False,True,,,,37.0,"Hwy 140 at Indian Creek, El Portal Community",40.34,False,Dog Rock Fire,100,,True,"The Dog Rock Fire started on October 7, 2014 and burned 311 acres off Hwy 140 at Indian Creek near El Portal in Yosemite National Park (Mariposa County).","Dog Rock, Yosemite National Park, Mariposa County, Hwy 140, Indian Creek, El Portal",2014-10-07T15:05:00Z,Finalized,,,,,ba17d495-8ce6-4a0f-a3ba-487bd877969e,2014-10-12T18:00:00Z,
300,False,CAL FIRE is in Unified Command with Mariposa County Fire and Sheriff’s Departments,,2014,True,/incidents/2014/9/5/bridge-fire/,,,Mariposa,22,,,,2014-09-12T09:00:00Z,,False,True,,,3,0.0,"Highway 49 at Harris Road, 10 miles east of Mariposa",0.0,True,Bridge Fire,100,,True,"The Bridge Fire started on September 5 off Highway 49 at Harris Road, 10 miles east of Mariposa (Mariposa County).","Bridge Fire, Bridge, Mariposa, MMU, Highway 49, Hwy 49, Harris Road",2014-09-05T12:39:00Z,Finalized,,,,,987ced78-a554-4a1b-a2f2-2f8329292067,2014-09-12T09:00:00Z,
300,False,CAL FIRE Madera-Mariposa-Merced Unit,,2014,True,/incidents/2014/7/24/gun-club-fire/,,,Merced,24,,,,2014-07-25T09:15:00Z,,False,True,,,,0.0,"Gun Club Rd. at the Santa Fe Canal, Gustine",0.0,False,Gun Club Fire,100,,True,"The Gun Club Fire started July 25, 2014 and burned 300 acres off Gun Club Rd. at the Santa Fe Canal in Gustine in Merced County.","Gun Club, Santa Fe Canal, Merced, Gustine, Merced County, CAL FIRE Madera-Mariposa-Merced Unit",2014-07-24T12:06:00Z,Finalized,,,,,deb3922d-eba2-4f08-abf7-d453d14e32ab,2014-07-25T09:15:00Z,
274,False,US Forest Service - Angeles National Forest,,2014,False,/incidents/2014/8/17/tecolote-fire/,,,Los Angeles,19,,,,2014-12-12T13:30:00Z,,False,True,,,,34.267,"18 miles north of Glendora, off Highway 39 and mile marker 28.",-117.867,False,Tecolote Fire,100,,True,"The Tecolote Fire started August 17, 2014 burned 274 acres 18 miles north of Glendora, off Highway 39 and mile marker 28 on the Angeles National Forest in Los Angeles County.","The Tecolote Fire, Los Angeles County, US Forest Service, Angeles National Forest, Glendora, Highway 39, Mile Marker 28.
",2014-08-17T14:30:00Z,Finalized,,,,,d805c9b9-da39-4771-965f-b3cd4c37c84b,2014-12-12T13:30:00Z,
269,False,CAL FIRE Tuolumne-Calaveras Unit,,2014,True,/incidents/2014/6/5/hetch-hetchy-fire/,,,Tuolumne,55,,,,2014-06-06T09:30:00Z,,False,True,,,,37.787,"off La Grange Rd (J59) at Hetch Hetchy power lines, northwest shore of Don Pedro Reservoir",-120.452,False,Hetch Hetchy Fire,100,,True,"The Hetch Hetchy Fire started on June 5, 2014 and burned 150 acres off J59 (La Grande Rd.) at Hetch Hetchy power lines in Tuolumne County.","Tuolumne County, Hetch Hetchy, La Grange, Tuolumne",2014-06-05T13:04:00Z,Finalized,,,,,b5d32131-cf00-4e34-9e08-b74d68a3174f,2014-06-06T09:30:00Z,
247,False,CAL FIRE Nevada-Yuba-Placer Unit,,2014,True,/incidents/2014/9/13/dog-bar-fire/,,Traffic on Dog Bar Rd. and associated streets is limited to residents only.,Nevada,29,3,,3,2014-09-18T18:45:00Z,,False,True,,,,39.113682,Off Dog Bar Rd & Taylor Crossing Rd near Alta Sierra,-120.999508,True,Dog Bar Fire,100,53,True,"The Dog Bar Fire started on September 13, 2014 and burned 247 acres off Dog Bar Rd and Taylor Crossing Rd near Alta Sierra in Nevada County.","Dog Bar Fire, Nevada County, Dog Bar Rd, Taylor Crossing Rd, Alta Sierra, Grass Valley, ",2014-09-13T14:07:00Z,Finalized,,,,,a794ecf9-2e8d-4721-a272-a3e66d2e7621,2014-09-18T18:45:00Z,1
225,False,CAL FIRE Tehama-Glenn Unit,,2014,True,/incidents/2014/6/13/tehama-fire/,,,Tehama,52,,,,2014-06-13T13:50:00Z,,False,True,,,,40.009827,"Rancho Tehama, southwest of Red Bluff",-122.345078,False,Tehama Fire,100,,True,"The Tehama Fire started on June 13, 2014 in the Rancho Tehama area of Tehama County and burned 225 acres.","Tehama Fire, Tehama County, Rancho Tehama, 225 acres, June 13, 2014.",2014-06-13T12:23:00Z,Finalized,,,,,724209e0-12b0-4d49-b798-8ccacf95e668,2014-06-13T13:50:00Z,
217,False,CAL FIRE San Diego Unit,,2014,True,/incidents/2014/7/3/banner-fire/,,The following road closures are in effect: <li>State Route 78 at Manzanita Drive</li><li>Manzanita Drive at Lakeview Drive</li>,San Diego,37,4,,5,2014-07-06T09:15:00Z,,False,True,,,4,33.078948,"Banner Grade, east of Julian",-116.576454,True,Banner Fire,100,91,True,"The Banner Fire started on July 3, 2014 and burned 217 acres on Banner Grade, west of Julian in San Diego County.","Banner Fire, Banner Grade, east of Julian, San Diego County",2014-07-03T10:43:00Z,Finalized,,3,,,d2623c2c-ff3d-419e-a129-b3aa542c05c4,2014-07-06T09:15:00Z,
210,False,Six Rivers National Forest,,2014,False,/incidents/2014/9/12/bald-hill-3-fire/,,,Humboldt,12,,,,2014-09-15T11:00:00Z,,False,True,,,,41.134,1 mile northwest of Hoopa,-123.753,False,Bald Hill 3 Fire,100,,True,The Bald Hill 3 Fire started on September 12 and burned 210 acres 1 mile northwest of Hoopa in Humboldt County.,"Bald Hill 3 Fire, Six Rivers National Forest, Humboldt County, Hoopa",2014-09-12T15:00:00Z,Finalized,,,,,d4523b72-45cf-4de2-8ccf-3905f1dc8dbd,2014-09-15T11:00:00Z,
190,False,US Forest Service - Angeles National Forest,,2014,False,/incidents/2014/8/14/shoemaker-fire/,,,Los Angeles,19,,,,2014-12-12T14:00:00Z,,False,True,,,,34.235,"upper end of East Fork San Gabriel River, North of Glendora",-117.771,False,Shoemaker Fire,100,,True,"The Shoemaker Fire started on August 14, 2014 and burned 190 acres on the upper end of East Fork of the San Gabriel River, north of Glendora on the Angeles National Forest in Los Angeles County.","Shoemaker Fire, US Forest Service, Angeles National Forest, Los Angeles County, San Gabriel River, Glendora",2014-08-14T12:48:00Z,Finalized,,,,,accb599e-35b8-4d5e-8d13-d0e4b0e4a1eb,2014-12-12T14:00:00Z,
175,False,CAL FIRE Sonoma-Lake-Napa Unit,,2014,True,/incidents/2014/5/25/indian-fire/,,,Lake,17,,,,2014-05-26T08:45:00Z,,False,True,,,,39.1647,"Near Indian Valley Reservoir, East of Clearlake Oaks",-122.5983,False,Indian Fire,100,,True,"The Indian Fire started on May 25, 2014 and burned 175 acres near Indian Valley Reservoir, east of Clearlake Oaks in Lake County.","Indian Fire, Indian Valley Reservoir, Clearlake Oaks, Lake County, Sonoma-Lake-Napa Unit",2014-05-25T12:20:00Z,Finalized,,,,,b454456c-1fa9-4766-b179-6df36b4d844b,2014-05-26T08:45:00Z,
143,False,CAL FIRE Shasta-Trinity Unit,,2014,True,/incidents/2014/7/9/dry-fire/,,,Shasta,45,,,,2014-07-10T07:30:00Z,,False,True,,,,40.6569,"off Hwy 299 & Dry Creek Rd, east of Bella Vista",-122.2215,False,Dry Fire,100,,True,"The Dry Fire started on July 9, 2014 off Hwy 299 and Dry Creek Rd, east of Bella Vista in Shasta County and burned 143 acres.","Dry Fire, July 9, 2014, Shasta County, Hwy 299, Dry Creek Rd., Bella Vista, ",2014-07-09T13:45:00Z,Finalized,,,,,dcbc7afb-cdef-49a3-822e-20bbaa86a5d0,2014-07-10T07:30:00Z,
130,False,CAL FIRE Madera-Mariposa-Merced Unit,,2014,True,/incidents/2014/6/10/haigh-fire/,Mop up continues.,,Mariposa,22,,1,,2014-06-13T18:30:00Z,,False,True,,,1,37.7103,"Highway 49 and Haigh Rd., north of Coulterville",-120.197,True,Haigh Fire,100,10,True,"The Haigh fire started on June 10, 2014 at 3:11 pm near Highway 49 and Haigh Rd., north of Coulterville in Mariposa County.","Haigh Fire, Coulterville, Hwy 49, Haigh Rd., Mariposa County",2014-06-10T15:11:00Z,Finalized,,,,,50567f4a-c56d-4d73-9855-f5d81fa74025,2014-06-13T18:30:00Z,4
125,False,CAL FIRE Santa Clara Unit,,2014,True,/incidents/2014/6/30/curie-fire/,,,Santa Clara,43,,,,2014-07-01T08:30:00Z,,False,True,,,,0.0,Off Curie Drive south of San Jose,0.0,False,Curie Fire,100,,True,"The Curie fire started on June 30, 2014 off Curie Drive south of San Jose in Santa Clara County and burned 125 acres.","Santa Clara Fire, Curiefire, Curie Fire, San Jose, Santa Clara County ",2014-06-30T14:10:00Z,Finalized,,,,,7a5c1b23-ac7c-44de-8f1a-1866ea9bf617,2014-07-01T08:30:00Z,
125,False,USFS - Cleveland National Forest,,2014,False,/incidents/2014/3/8/gun-fire/,,,San Diego,37,,,,2014-03-11T11:00:00Z,,False,True,,,,32.81,"Off Interstate 8 & Sunrise Hwy, near Pine Valley",-116.49,False,Gun Fire,100,,True,"The Gun Fire started on March 8, 2014 and burned off Interstate 8 & Sunrise Hwy, near Pine Valley in San Diego County.","Gun Fire, Cleveland National Forest, San Diego County, Interstate 8, Sunrise Hwy, Pine Valley
",2014-03-08T12:30:00Z,Finalized,,,,,a67fe9bc-b8ec-4ed1-a2e8-06623aab7039,2014-03-11T11:00:00Z,
120,False,CAL FIRE Tuolumne Calaveras Unit,,2014,True,/incidents/2014/6/20/reed-fire/,,,Calaveras,5,,,,2014-06-21T19:00:00Z,,False,True,,,,120.679019,"off George Reed Drive and Pool Station Road, San Andreas",38.178241,False,Reed Fire,100,,True,"The Reed Fire started on June 20, 2014 near George Reed Drive in Calaveras County and burned 120 acres.","Reed Fire, Calaveras County, June 20, 2014, George Reed Drive",2014-06-20T15:27:00Z,Finalized,,,,,2b382ade-87e2-4cff-92f7-67328139d7eb,2014-06-21T19:00:00Z,
120,False,CAL FIRE Nevada-Placer-Yuba Unit / Placer County Fire,,2014,True,/incidents/2014/1/22/brewer-fire/,,,Placer,31,,,,2014-01-22T16:35:00Z,,False,True,,,,0.0,"off South Brewer Road, west of Roseville",0.0,False,Brewer Fire,100,,True,"The Brewer Fire started on January 22, 2014 and burned 120 acres off South Brewer Road, west of Roseville in Placer County. ","Brewer Fire, Brewer, South Brewer Road, Roseville, Placer County Fire",2014-01-22T13:10:00Z,Finalized,,,,,072e04ed-1f34-45e8-b7c2-3788ebf3be4c,2014-01-22T16:35:00Z,
113,False,CAL FIRE San Bernardino Unit,,2014,True,/incidents/2014/4/19/bridges-fire/,"Firefighters continue construction of the containment line around fire perimeter, as well as mopping up in heavy fuels.  The fire is within the SRA (State Responsibility Area) with cooperative agencies assisting in the fire suppression efforts.",,Inyo,14,11,1,12,2014-04-21T19:15:00Z,,False,True,,2,,37.399,"off Highway 6 & 5 Bridges Rd, 5 miles northeast of Bishop",-118.352,True,Bridges Fire,100,256,True,"The Bridges Fire started April 19, 2014 and burned 113 acres off Highway 6 and 5 Bridges Rd in Bishop in Inyo County.","Bridges Fire, Highway 6, 5 Bridges Rd, Bishop, Inyo County, CAL FIRE San Bernardino Unit, ",2014-04-19T15:54:00Z,Finalized,,,,,1faad916-32b9-4cd0-94b8-dacfe71fa9f8,2014-04-21T19:15:00Z,
106,False,CAL FIRE Fresno-Kings Unit,,2014,True,/incidents/2014/1/25/lake-fire/,,,Fresno,10,,,,2014-01-26T18:00:00Z,,False,True,,,,36.8266,off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake ,-119.3415,False,Lake Fire,100,,True,"The Lake Fire started on January 25, 2014 and burned 106 acres off Trimmer Springs Rd & Sunnyslope Rd near Pine Flat Lake in Fresno County. ","Lake Fire, Trimmer Springs Rd, Sunnyslope Rd, Pine Flat Lake, Fresno County ",2014-01-25T06:37:00Z,Finalized,,,,,d529636e-33d0-484b-9c6f-093ba33736b7,2014-01-26T18:00:00Z,
105,False,Oceanside Fire Department,,2014,False,/incidents/2014/5/14/river-fire/,,,San Diego,37,,,,2014-05-19T09:20:00Z,,False,True,,,,0.0,"North River Road and College Blvd., Oceanside",0.0,False,River Fire,100,,True,"The River Fire started on May 14, 2014 and burned 105 acres off North River Road and College Blvd. in San Diego County.","River Fire, Oceanside Fire, San Diego County, ",2014-05-14T12:12:00Z,Finalized,,,,,811b6ea7-2a1b-414b-90fa-9edc6db21d46,2014-05-19T09:20:00Z,
101,False,US Forest Service - Modoc National Forest ,,2014,True,/incidents/2014/8/12/little-fire/,,,Modoc,25,,,,2014-08-13T06:15:00Z,,False,True,,,,41.507,"Northeast of Mud Springs, 9 miles South of Tionesta",-121.266,False,Little Fire,100,,True,"The Little Fire started on August 12, 2014 and burned 101 acres northeast of Mud Springs, 9 miles South of Tionesta on the Modoc National Forest in Modoc County.","Little Fire, Modoc National Forest, Mud Springs, Tionesta, August 12, 2014.",2014-08-12T15:00:00Z,Finalized,,,,,91669a3c-d533-4eaa-a8d7-505d55f89e46,2014-08-13T06:15:00Z,
100,False,CAL FIRE Sonoma-Lake-Napa Unit,,2014,True,/incidents/2014/9/3/saratoga-fire/,,,Lake,17,,,,2014-09-05T18:30:00Z,,False,True,,,,0.0,"off Hwy 20 & Saratoga Road, west of Upper Lake",0.0,False,Saratoga Fire,100,,True,"The Saratoga Fire started on September 3 and burned 100 acres off Hwy 20 & Saratoga Road, west of Upper Lake (Lake County).","Saratoga Fire, hwy 20, Lake County, Upper Lake, Saratoga Road",2014-09-03T16:03:00Z,Finalized,,,,,cd91c23b-9e4f-484f-bb5a-09881545da38,2014-09-05T18:30:00Z,
100,False,CAL FIRE Riverside Unit / Riverside County Fire,,2014,True,/incidents/2014/9/1/interstate-fire/,,,Riverside,33,,,,2014-09-01T22:00:00Z,,False,True,,,,0.0,I-15 at Temescal Canyon Rd in Alberhill,0.0,False,Interstate Fire,100,,True,The Interstate Fire started on September 1 and burned 25 acres off I-15 at Temescal Canyon Rd in Alberhill in Riverside County. ,"Interstate Fire, Interstate 15, Temescal Canyon, Alberhill, Riverside",2014-09-01T14:03:00Z,Finalized,,,,,58054798-7e26-4aa0-8af9-a4c91ebcca8b,2014-09-01T22:00:00Z,
94,False,US Forest Service - El Dorado National Forest,,2014,False,/incidents/2014/9/14/irene-fire/,,,El Dorado,9,,,,2014-09-17T18:45:00Z,,False,True,,,,38.59,Mokelumne Wilderness,-120.028,False,Irene Fire,100,,True,The Irene Fire started on September 14 and burned 94 acres in the Mokelumne Wilderness on the El Dorado National Forest (El Dorado County) on September 2014.,"USFS, El Dorado National Forest, Irene Fire, Mokelumne Wilderness, ENF",2014-09-14T09:15:00Z,Finalized,,,,,7e60b4f7-8497-4155-9879-a3198b2ce696,2014-09-17T18:45:00Z,
90,False,CAL FIRE Madera-Mariposa-Merced Unit,,2014,True,/incidents/2014/6/6/valley-fire/,,Bear Valley Road to Hunters Valley Road,Mariposa,22,12,5,15,2014-06-08T19:45:00Z,,False,True,,4,,0.0,off Hunters Valley Road near the southeast shore of Lake McClure. ,0.0,True,Valley Fire,100,356,True,"The Valley Fire started on June 6, 2014 off Hunters Valley Road near the southeast shore of Lake McClure in Mariposa County and burned 90 acres.","Valley Fire, Valley, Jun 8, 2014, Hunters Valley Road, Lake McClure, Mariposa County, 90 acres.",2014-06-06T17:29:00Z,Finalized,,,,40,a856545c-5922-4d6a-bffb-2048188c0fa3,2019-11-12T10:25:56.523Z,
